,atemp,casual,count,datetime,holiday,humidity,registered,season,temp,weather,windspeed,workingday,day,year,month,hour,dp_reg,dp_cas
106,14.395,7,62,2011-01-05 15:00:00,0,28,55,1,12.3,1,12.998,1,2,2011,1,16,3,3
107,15.91,4,89,2011-01-05 16:00:00,0,28,85,1,12.3,1,6.0032,1,2,2011,1,17,3,3
108,11.365,4,190,2011-01-05 17:00:00,0,38,186,1,9.84,1,12.998,1,2,2011,1,18,7,3
109,12.12,3,169,2011-01-05 18:00:00,0,38,166,1,9.84,1,8.9981,1,2,2011,1,19,7,3
110,12.88,5,132,2011-01-05 19:00:00,0,38,127,1,9.84,1,7.0015,1,2,2011,1,20,6,4
111,11.365,7,89,2011-01-05 20:00:00,0,47,82,1,9.02,1,11.0014,1,2,2011,1,21,6,4
112,9.85,3,43,2011-01-05 21:00:00,0,51,40,1,8.2,1,12.998,1,2,2011,1,22,2,4
113,9.85,1,42,2011-01-05 22:00:00,0,55,41,1,7.38,1,8.9981,1,2,2011,1,23,2,4
114,12.88,1,19,2011-01-05 23:00:00,0,47,18,1,8.2,1,0.0,1,2,2011,1,24,2,4
115,12.12,0,11,2011-01-06 00:00:00,0,55,11,1,7.38,1,0.0,1,3,2011,1,1,1,1
116,11.365,0,4,2011-01-06 01:00:00,0,64,4,1,6.56,1,0.0,1,3,2011,1,2,1,1
117,11.365,0,2,2011-01-06 02:00:00,0,64,2,1,6.56,1,0.0,1,3,2011,1,3,1,1
118,9.85,0,1,2011-01-06 04:00:00,0,64,1,1,6.56,2,6.0032,1,3,2011,1,5,1,1
119,9.09,0,4,2011-01-06 05:00:00,0,69,4,1,5.74,2,6.0032,1,3,2011,1,6,1,1
120,8.335,0,36,2011-01-06 06:00:00,0,63,36,1,5.74,2,7.0015,1,3,2011,1,7,1,1
121,11.365,0,95,2011-01-06 07:00:00,0,59,95,1,6.56,2,0.0,1,3,2011,1,8,4,1
122,11.365,3,219,2011-01-06 08:00:00,0,59,216,1,6.56,1,0.0,1,3,2011,1,9,5,2
123,12.12,6,122,2011-01-06 09:00:00,0,51,116,1,7.38,2,0.0,1,3,2011,1,10,3,3
124,12.88,3,45,2011-01-06 10:00:00,0,47,42,1,8.2,1,0.0,1,3,2011,1,11,3,3
125,12.88,2,59,2011-01-06 11:00:00,0,44,57,1,9.02,1,6.0032,1,3,2011,1,12,3,3
126,14.395,6,84,2011-01-06 12:00:00,0,35,78,1,10.66,1,0.0,1,3,2011,1,13,3,3
127,13.635,12,67,2011-01-06 13:00:00,0,35,55,1,10.66,1,7.0015,1,3,2011,1,14,3,3
128,13.635,11,70,2011-01-06 14:00:00,0,36,59,1,11.48,1,11.0014,1,3,2011,1,15,3,3
129,13.635,8,62,2011-01-06 15:00:00,0,36,54,1,11.48,1,0.0,1,3,2011,1,16,3,3
130,12.88,12,86,2011-01-06 16:00:00,0,38,74,1,10.66,1,11.0014,1,3,2011,1,17,3,3
131,11.365,9,172,2011-01-06 17:00:00,0,51,163,1,9.02,1,11.0014,1,3,2011,1,18,7,3
132,11.365,5,163,2011-01-06 18:00:00,0,51,158,1,9.02,1,8.9981,1,3,2011,1,19,7,3
133,12.88,3,112,2011-01-06 19:00:00,0,55,109,1,9.02,1,6.0032,1,3,2011,1,20,6,4
134,10.605,3,69,2011-01-06 20:00:00,0,51,66,1,8.2,1,11.0014,1,3,2011,1,21,6,4
135,10.605,0,48,2011-01-06 21:00:00,0,55,48,1,9.02,2,15.0013,1,3,2011,1,22,2,4
136,10.605,1,52,2011-01-06 22:00:00,0,51,51,1,9.02,2,19.0012,1,3,2011,1,23,2,4
137,9.85,4,23,2011-01-06 23:00:00,0,59,19,1,8.2,2,12.998,1,3,2011,1,24,2,4
138,9.85,4,17,2011-01-07 00:00:00,0,64,13,1,8.2,2,12.998,1,4,2011,1,1,1,1
139,9.85,2,7,2011-01-07 01:00:00,0,69,5,1,8.2,2,15.0013,1,4,2011,1,2,1,1
140,9.85,0,1,2011-01-07 02:00:00,0,69,1,1,8.2,2,15.0013,1,4,2011,1,3,1,1
141,10.605,0,1,2011-01-07 04:00:00,0,69,1,1,8.2,2,8.9981,1,4,2011,1,5,1,1
142,13.635,0,5,2011-01-07 05:00:00,0,55,5,1,9.02,3,0.0,1,4,2011,1,6,1,1
143,12.88,8,34,2011-01-07 06:00:00,0,69,26,1,8.2,2,0.0,1,4,2011,1,7,1,1
144,10.605,8,84,2011-01-07 07:00:00,0,69,76,1,8.2,1,8.9981,1,4,2011,1,8,4,1
145,9.85,20,210,2011-01-07 08:00:00,0,51,190,1,8.2,1,16.9979,1,4,2011,1,9,5,2
146,9.09,9,134,2011-01-07 09:00:00,0,47,125,1,8.2,1,19.9995,1,4,2011,1,10,3,3
147,9.85,16,63,2011-01-07 10:00:00,0,37,47,1,9.02,1,22.0028,1,4,2011,1,11,3,3
148,9.85,19,67,2011-01-07 11:00:00,0,40,48,1,8.2,2,15.0013,1,4,2011,1,12,3,3
149,9.85,9,59,2011-01-07 12:00:00,0,37,50,1,8.2,2,16.9979,1,4,2011,1,13,3,3
150,9.09,9,73,2011-01-07 13:00:00,0,37,64,1,8.2,2,19.0012,1,4,2011,1,14,3,3
151,9.85,7,50,2011-01-07 14:00:00,0,40,43,1,8.2,2,16.9979,1,4,2011,1,15,3,3
152,10.605,9,72,2011-01-07 15:00:00,0,37,63,1,8.2,2,11.0014,1,4,2011,1,16,3,3
153,10.605,5,87,2011-01-07 16:00:00,0,37,82,1,8.2,2,11.0014,1,4,2011,1,17,3,3
154,12.88,9,187,2011-01-07 17:00:00,0,37,178,1,8.2,2,0.0,1,4,2011,1,18,7,3
155,11.365,7,123,2011-01-07 18:00:00,0,40,116,1,8.2,1,6.0032,1,4,2011,1,19,7,3
156,9.85,3,95,2011-01-07 19:00:00,0,55,92,1,6.56,1,6.0032,1,4,2011,1,20,6,4
157,10.605,1,51,2011-01-07 20:00:00,0,47,50,1,7.38,1,7.0015,1,4,2011,1,21,6,4
158,9.85,0,39,2011-01-07 21:00:00,0,47,39,1,7.38,1,8.9981,1,4,2011,1,22,2,4
159,9.85,2,36,2011-01-07 22:00:00,0,43,34,1,7.38,2,11.0014,1,4,2011,1,23,2,4
160,9.85,1,15,2011-01-07 23:00:00,0,51,14,1,7.38,2,11.0014,1,4,2011,1,24,2,4
161,9.85,1,25,2011-01-08 00:00:00,0,51,24,1,7.38,2,11.0014,0,5,2011,1,1,1,1
162,10.605,1,16,2011-01-08 01:00:00,0,55,15,1,7.38,2,6.0032,0,5,2011,1,2,1,1
163,12.12,3,16,2011-01-08 02:00:00,0,55,13,1,7.38,2,0.0,0,5,2011,1,3,1,1
164,9.85,0,7,2011-01-08 03:00:00,0,55,7,1,7.38,3,11.0014,0,5,2011,1,4,1,1
165,9.85,0,1,2011-01-08 04:00:00,0,55,1,1,7.38,3,11.0014,0,5,2011,1,5,1,1
166,8.335,0,5,2011-01-08 05:00:00,0,74,5,1,6.56,2,11.0014,0,5,2011,1,6,1,1
167,8.335,0,2,2011-01-08 06:00:00,0,74,2,1,6.56,2,11.0014,0,5,2011,1,7,1,1
168,9.09,1,9,2011-01-08 07:00:00,0,74,8,1,6.56,2,7.0015,0,5,2011,1,8,4,1
169,9.09,0,15,2011-01-08 08:00:00,0,93,15,1,6.56,3,7.0015,0,5,2011,1,9,5,2
170,9.09,0,20,2011-01-08 09:00:00,0,93,20,1,6.56,3,7.0015,0,5,2011,1,10,3,3
171,9.85,5,61,2011-01-08 10:00:00,0,80,56,1,7.38,2,11.0014,0,5,2011,1,11,3,3
172,9.09,2,62,2011-01-08 11:00:00,0,69,60,1,8.2,2,26.0027,0,5,2011,1,12,3,3
173,9.09,8,98,2011-01-08 12:00:00,0,59,90,1,8.2,2,23.9994,0,5,2011,1,13,3,3
174,9.09,7,102,2011-01-08 13:00:00,0,44,95,1,8.2,1,22.0028,0,5,2011,1,14,3,3
175,8.335,12,95,2011-01-08 14:00:00,0,32,83,1,8.2,1,32.9975,0,5,2011,1,15,3,3
176,8.335,5,74,2011-01-08 15:00:00,0,32,69,1,8.2,1,30.0026,0,5,2011,1,16,3,3
177,6.82,8,76,2011-01-08 16:00:00,0,29,68,1,7.38,1,30.0026,0,5,2011,1,17,3,3
178,6.06,5,69,2011-01-08 17:00:00,0,37,64,1,6.56,1,36.9974,0,5,2011,1,18,7,3
179,6.06,3,55,2011-01-08 18:00:00,0,39,52,1,5.74,1,19.9995,0,5,2011,1,19,7,3
180,6.06,4,30,2011-01-08 19:00:00,0,36,26,1,5.74,1,16.9979,0,5,2011,1,20,6,4
181,6.06,0,28,2011-01-08 20:00:00,0,36,28,1,4.92,1,16.9979,0,5,2011,1,21,6,4
182,5.305,2,37,2011-01-08 21:00:00,0,39,35,1,4.92,1,23.9994,0,5,2011,1,22,2,4
183,5.305,1,34,2011-01-08 22:00:00,0,36,33,1,4.92,1,26.0027,0,5,2011,1,23,2,4
184,3.03,0,22,2011-01-08 23:00:00,0,39,22,1,4.1,1,30.0026,0,5,2011,1,24,2,4
185,3.79,1,25,2011-01-09 00:00:00,0,42,24,1,4.1,1,26.0027,0,6,2011,1,1,1,1
186,3.03,0,12,2011-01-09 01:00:00,0,42,12,1,4.1,1,31.0009,0,6,2011,1,2,1,1
187,3.03,0,11,2011-01-09 02:00:00,0,46,11,1,4.1,1,31.0009,0,6,2011,1,3,1,1
188,3.79,0,4,2011-01-09 03:00:00,0,46,4,1,4.1,1,27.9993,0,6,2011,1,4,1,1
189,4.545,0,1,2011-01-09 04:00:00,0,53,1,1,3.28,1,12.998,0,6,2011,1,5,1,1
190,4.545,0,1,2011-01-09 05:00:00,0,53,1,1,3.28,1,12.998,0,6,2011,1,6,1,1
191,4.545,0,1,2011-01-09 06:00:00,0,49,1,1,4.1,1,19.0012,0,6,2011,1,7,1,1
192,4.545,1,6,2011-01-09 07:00:00,0,53,5,1,3.28,1,12.998,0,6,2011,1,8,4,1
193,4.545,0,10,2011-01-09 08:00:00,0,49,10,1,4.1,1,19.0012,0,6,2011,1,9,5,2
194,3.79,0,19,2011-01-09 09:00:00,0,46,19,1,4.92,1,35.0008,0,6,2011,1,10,3,3
195,5.305,0,49,2011-01-09 10:00:00,0,43,49,1,5.74,1,26.0027,0,6,2011,1,11,3,3
196,6.06,2,49,2011-01-09 11:00:00,0,40,47,1,6.56,1,35.0008,0,6,2011,1,12,3,3
197,6.82,4,83,2011-01-09 12:00:00,0,37,79,1,7.38,1,30.0026,0,6,2011,1,13,3,3
198,8.335,6,75,2011-01-09 13:00:00,0,34,69,1,8.2,1,30.0026,0,6,2011,1,14,3,3
199,9.09,8,72,2011-01-09 14:00:00,0,32,64,1,9.02,1,31.0009,0,6,2011,1,15,3,3
200,9.85,5,82,2011-01-09 15:00:00,0,35,77,1,9.02,1,23.9994,0,6,2011,1,16,3,3
201,8.335,13,92,2011-01-09 16:00:00,0,34,79,1,8.2,1,30.0026,0,6,2011,1,17,3,3
202,7.575,3,62,2011-01-09 17:00:00,0,37,59,1,7.38,1,26.0027,0,6,2011,1,18,7,3
203,6.82,4,48,2011-01-09 18:00:00,0,40,44,1,6.56,1,22.0028,0,6,2011,1,19,7,3
204,6.82,1,41,2011-01-09 19:00:00,0,43,40,1,6.56,1,22.0028,0,6,2011,1,20,6,4
205,6.06,0,38,2011-01-09 20:00:00,0,46,38,1,5.74,1,16.9979,0,6,2011,1,21,6,4
206,5.305,1,20,2011-01-09 21:00:00,0,46,19,1,5.74,1,27.9993,0,6,2011,1,22,2,4
207,6.06,5,15,2011-01-09 22:00:00,0,46,10,1,5.74,1,19.9995,0,6,2011,1,23,2,4
208,6.82,0,6,2011-01-09 23:00:00,0,50,6,1,4.92,1,12.998,0,6,2011,1,24,2,4
209,6.06,2,5,2011-01-10 00:00:00,0,50,3,1,4.92,1,19.0012,1,0,2011,1,1,1,1
210,6.06,1,1,2011-01-10 01:00:00,0,50,0,1,4.92,1,19.0012,1,0,2011,1,2,1,1
211,6.06,0,3,2011-01-10 02:00:00,0,50,3,1,4.92,1,15.0013,1,0,2011,1,3,1,1
212,6.06,0,1,2011-01-10 03:00:00,0,50,1,1,4.92,1,15.0013,1,0,2011,1,4,1,1
213,6.06,1,3,2011-01-10 04:00:00,0,54,2,1,4.1,1,8.9981,1,0,2011,1,5,1,1
214,5.305,0,3,2011-01-10 05:00:00,0,54,3,1,4.1,1,16.9979,1,0,2011,1,6,1,1
215,6.06,0,31,2011-01-10 06:00:00,0,50,31,1,4.92,1,19.0012,1,0,2011,1,7,1,1
216,6.06,2,77,2011-01-10 07:00:00,0,50,75,1,4.92,1,15.0013,1,0,2011,1,8,4,1
217,6.06,4,188,2011-01-10 08:00:00,0,50,184,1,4.92,2,19.0012,1,0,2011,1,9,5,2
218,6.06,2,94,2011-01-10 09:00:00,0,50,92,1,5.74,2,16.9979,1,0,2011,1,10,3,3
219,6.06,0,31,2011-01-10 10:00:00,0,50,31,1,5.74,2,19.9995,1,0,2011,1,11,3,3
220,6.82,2,30,2011-01-10 11:00:00,0,47,28,1,6.56,2,19.0012,1,0,2011,1,12,3,3
221,9.09,5,52,2011-01-10 12:00:00,0,40,47,1,8.2,2,19.0012,1,0,2011,1,13,3,3
222,9.09,4,54,2011-01-10 13:00:00,0,40,50,1,8.2,2,19.0012,1,0,2011,1,14,3,3
223,9.85,0,47,2011-01-10 14:00:00,0,40,47,1,8.2,2,15.0013,1,0,2011,1,15,3,3
224,9.85,2,45,2011-01-10 15:00:00,0,40,43,1,8.2,2,15.0013,1,0,2011,1,16,3,3
225,10.605,4,74,2011-01-10 16:00:00,0,40,70,1,8.2,1,8.9981,1,0,2011,1,17,3,3
226,11.365,4,178,2011-01-10 17:00:00,0,40,174,1,8.2,1,7.0015,1,0,2011,1,18,7,3
227,9.85,1,155,2011-01-10 18:00:00,0,40,154,1,8.2,1,15.0013,1,0,2011,1,19,7,3
228,8.335,3,95,2011-01-10 19:00:00,0,47,92,1,6.56,1,11.0014,1,0,2011,1,20,6,4
229,8.335,1,74,2011-01-10 20:00:00,0,50,73,1,6.56,1,11.0014,1,0,2011,1,21,6,4
230,6.82,1,38,2011-01-10 21:00:00,0,59,37,1,5.74,1,12.998,1,0,2011,1,22,2,4
231,7.575,2,24,2011-01-10 22:00:00,0,59,22,1,5.74,1,11.0014,1,0,2011,1,23,2,4
232,7.575,0,18,2011-01-10 23:00:00,0,59,18,1,5.74,1,11.0014,1,0,2011,1,24,2,4
233,8.335,2,12,2011-01-11 00:00:00,0,59,10,1,5.74,1,7.0015,1,1,2011,1,1,1,1
234,7.575,0,3,2011-01-11 01:00:00,0,59,3,1,5.74,1,11.0014,1,1,2011,1,2,1,1
235,7.575,0,3,2011-01-11 02:00:00,0,55,3,1,6.56,2,12.998,1,1,2011,1,3,1,1
236,9.09,0,6,2011-01-11 05:00:00,0,55,6,1,6.56,2,8.9981,1,1,2011,1,6,1,1
237,9.09,0,27,2011-01-11 06:00:00,0,55,27,1,6.56,2,8.9981,1,1,2011,1,7,1,1
238,11.365,2,99,2011-01-11 07:00:00,0,55,97,1,6.56,2,0.0,1,1,2011,1,8,4,1
239,10.605,3,217,2011-01-11 08:00:00,0,51,214,1,7.38,2,6.0032,1,1,2011,1,9,5,2
240,9.85,3,130,2011-01-11 09:00:00,0,51,127,1,7.38,2,11.0014,1,1,2011,1,10,3,3
241,10.605,3,54,2011-01-11 10:00:00,0,51,51,1,8.2,2,11.0014,1,1,2011,1,11,3,3
242,10.605,4,35,2011-01-11 11:00:00,0,47,31,1,8.2,2,8.9981,1,1,2011,1,12,3,3
243,11.365,2,57,2011-01-11 12:00:00,0,51,55,1,8.2,2,7.0015,1,1,2011,1,13,3,3
